GouldNumber,OriginalSubject,BaseFilename,FullFileName,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_CommonNameOnPiece,Bird_1_DateCreated,Bird_1_Medium,SubjectNote,Support,Artists-original,Artists,NamedArtists-original,NamedArtists,Book-ed,Book,Edition,Part,PlateNumber,SecondBook,SecondPart,SecondPlateNumber,PublicationNote,OriginalNoteworthyNote,OriginalNote,ArtistNote,GeneralNote,Size,ContentNote,PhysicalConditionNote,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_CommonNameOnPiece
968,Eutoxeres aquila,ksrl_sc_gould_0968,ksrl_sc_gould_0968.tif,Eutoxeres,aquila,,1851,pencil and watercolor paint on paper,Eutoxeres aquila,,,,G;R,JG;R,HB_1,HB,1,1,3,,,,,,"Finished layout painting; the artist is clearly not Richter, lacking his control and assurance; dates and technique militate against it being Elizabeth Gould's work, yet it has a rather feminine style; ""Coryanthis Speciosa, var.""; Sotheran's price at foot: ""30/-.""   FS.","Dates and technique militate against this being Elizabeth Gould's work, yet it has a rather feminine style",,,"Finished layout painting; the artist is clearly not Richter, lacking his control and assurance;  ""Coryanthis Speciosa, var.""; Sotheran's price at foot: ""30/-.""",Full sheet,,,
1692,Eustephanus leyboldi,ksrl_sc_gould_1692,ksrl_sc_gould_1692.tif,Eustephanus,leyboldi,,1881,pencil on paper,Eustephanus leyboldi,tissue,H,H,G;H,JG;H,HB_1,HB,1S,1,25,,,,,,"Tracing on tissue..  At head of sheet: ""Pub.""  Reversed on the stone.",,,,"Tracing on tissue. At head of sheet: ""Pub."" Reversed on the stone.",,,,
450,Eustephanus leyboldi,ksrl_sc_gould_0450,ksrl_sc_gould_0450.tif,Eustephanus,leyboldi,,1881,"pencil, watercolor paint, chalk, charcoal, and pastel on paper",Eustephanus leyboldi,,H,H,G;H,JG;H,HB_1,HB,1S,1,25,,,,,,Rough layout sketch in color; 2 spots of sealing wax suggest that another drawing was once attached.  Reverse: graphited for tracing.  39 x 31cm.,,Graphited for tracing on other side.,39 x 31cm,Rough layout sketch in color; 2 spots of sealing wax suggest that another drawing was once attached.,2 spots of sealing wax,,,
1689,Eustephanus fernandensis,ksrl_sc_gould_1689,ksrl_sc_gould_1689.tif,Eustephanus,fernandensis,,1881,pencil on paper,Eustephanus fernandensis,tissue,H,H,G;H,JG;H,HB_1,HB,1S,1,26,,,,,,"Tracing on tissue: graphited on reverse.  At head of sheet: ""Pub.""",,Graphited on other side.,,"Tracing on tissue. At head of sheet: ""Pub."".",,,,
770,Eustephanis fernandensis,ksrl_sc_gould_0770,ksrl_sc_gould_0770.tif,Eustephanis,fernandensis,,1881,pencil on paper,Eustephanis fernandensis,,H,H,G;H,JG;H,HB_1,HB,1S,1,26,,,,,,"Layout drawing, well finished.  FS.",,,,"Layout drawing, well finished.",Full sheet,,,
1830,Euspiza melanocephala,ksrl_sc_gould_1830,ksrl_sc_gould_1830.tif,Euspiza,melanocephala,,1870-03 / 1872,pencil on paper,Euspiza melanocephala,tissue,R,R,G;R,JG;R,AS_1,AS,1,5,13,GB,3,28,,,Drawing on tissue.  Twig perches trimmed in published plate.  Reversed on the stone.,,,,Drawing on tissue.  Twig perches trimmed in published plate.  Reversed on the stone.,,,,
1534,Euspiza elegans,ksrl_sc_gould_1534,ksrl_sc_gould_1534.tif,Euspiza,elegans,,1880-07,pencil on paper,Euspiza elegans,tissue,H,H,G;H,JG;H,AS_1,AS,1,5,12,,,,,,Tracing on tissue.  Reverse: graphiting.  50 x 39cm.,,Graphiting on other side.,50 x 39cm,Tracing on tissue.,,,,
2268b,Eurostopodus guttatus,ksrl_sc_gould_2268b,ksrl_sc_gould_2268v.tif,Eurostopodus,guttatus,,1842,,Eurostopodus guttatus,,EG,EG,G;R,JG;R,AU_1,AU,1,2,8 Unpublished variant,,,,,Unpublished form; see Notes here.,"Uncolored litho print.  This is an unpublished form of the illustration.  The published plate is in portrait aspect rather than landscape as here, and the setting is changed from a tree branch to a cliff top.  Close examination seems to indicate that the image of one bird was drawn separately and then partly superimposed on the other; certainly the position of both birds on a single branch in Gould 2268B is difficult to comprehend. Pencil lines here call for changes to the throat and top of the head of one bird; the changes can be seen in the published plate.  Also in pencil: ""Turnix = Swift-flying Hemipode /  [Piccadilly notes 9:] 799 / [Piccadilly notes] 22/2621 /  5/5/-"" (Sotheran's book catalogue reference and price).   Previously cited as GS3 or 3GS (and so marked in pencil on reverse). For obverse, see Gould 2268A.  Trimmed to 30 x 49.5cm.  Gift of Dr. Gordon C. Sauer.",,See also image on other side.,30 x 49.5cm,"Uncolored litho print.  This is an unpublished form of the illustration.  The published plate is in portrait aspect rather than landscape as here, and the setting is changed from a tree branch to a cliff top.  Close examination seems to indicate that the image of one bird was drawn separately and then partly superimposed on the other; certainly the position of both birds on a single branch in Gould 2268B is difficult to comprehend. Pencil lines here call for changes to the throat and top of the head of one bird; the changes can be seen in the published plate.  Also in pencil: ""Turnix = Swift-flying Hemipode /  [Piccadilly notes 9:] 799 / [Piccadilly notes] 22/2621 /  5/5/-"" (Sotheran's book catalogue reference and price).   Previously cited as GS3 or 3GS (and so marked in pencil on reverse).",Trimmed,,,
233,Euplocamus swinhoii,ksrl_sc_gould_0233,ksrl_sc_gould_0233.tif,Euplocamus,swinhoii,,1864-04,"watercolor paint, chalk, charcoal, and pastel on paper",Euplocamus swinhoii,,R,R,G;R,JG;R,AS_1,AS,1,7,16,,,,,,"Looks rather like Wolf's work, although perhaps the charcoal sketching lacks his assurance;  4 notes on form and plants.  Title in pencil by Sotheran, bookseller.  Reverse: tracing marks.  FS, one corner torn off.","Looks rather like Wolf's work, although perhaps the charcoal sketching lacks his assurance.",Tracing marks on other side.,,"4 notes on form and plants.  Title in pencil by Sotheran, bookseller.","Full sheet, one corner torn off",,,
1092,Euplocamus lineatus,ksrl_sc_gould_1092,ksrl_sc_gould_1092.tif,Euplocamus,lineatus,,1875-03,"watercolor paint, chalk, charcoal, and pastel on paper",Euplocamus lineatus,,H,H,G;H,JG;H,AS_1,AS,1,7,14,,,,,,"Very free charcoal sketch, the female finely finished and painted, but not showing the ""lineated"" pattern of the published plate; poses changed in published plate;  at head of sheet: ""cuvieri from the Gardens March 14 1869.""  Reverse: ""30/"" (Sotheran price).  FS.",,"""30/"" (Sotheran price) on other side.",,"Very free charcoal sketch, the female finely finished and painted, but not showing the ""lineated"" pattern of the published plate; poses changed in published plate;  at head of sheet: ""cuvieri from the Gardens March 14 1869.""",Full sheet,,,
1691,Eupherusa poliocerca,ksrl_sc_gould_1691,ksrl_sc_gould_1691.tif,Eupherusa,poliocerca,,1881,pencil on paper,Eupherusa poliocerca,tissue,H,H,G;H,JG;H,HB_1,HB,1S,1,55,,,,,,"Tracing on tissue: graphited on reverse.  At head of sheet: ""Pub.""",,Graphited on other side.,,"Tracing on tissue. At head of sheet: ""Pub.""",,,,
1485b,Euphemia splendidula,ksrl_sc_gould_1481b,ksrl_sc_gould_1481v.tif,Euphemia,splendidula,,,,Euphemia splendidula,,,,,,,,,,,,,,,,"Overall and detail sketches for Gould 1484, also for Cygnus atratus, Aust  VII: 6; label blank.  These really seem to lack the artistry of Richter.  Reverse: uncolored litho print of Euphemia splendidula.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of  Euphemia splendidula.,Leaf made up to rectangle by corner addition.,,,
0708b,Euphemia aurantia,ksrl_sc_gould_0708b,ksrl_sc_gould_0708v.tif,Euphemia,aurantia,,,,Euphemia aurantia,,,,,,,,,,,,,,,,"Well finished head study of a female, with two quick sketches of a male; ""female Houtmanni / male""; measurements of body parts.  The published text for H. Parma implies that Gould may not have illustrated H.h. because of questions whether it was a species distiinct from H. derbianus or H. parma rather than a distinct species.  Reverse: uncolored litho print of Euphemia aurantia.    FS.",,See also image on other side.,,Uncolored litho print of Euphemia aurantia,Full sheet,,,
0676b,Euphema aurantia,ksrl_sc_gould_0676b,ksrl_sc_gould_0676v.tif,Euphema,aurantia,,,pencil on paper,Euphema aurantia,,,,,,,,,,,,,,,,"Reference drawing of whole animal, plus studies of face and paw; 2 notes on color, 3 on measurements; ""Breviceps I[?] / Harrington.""  Gould's published text mentions that the animals were drawn from live specimens in the possession of Mr. Harrington.  Reverse: part of uncolored litho print of Euphema aurantia.  27 x 38cm.",,See also image on other side.,27 x 38cm,Part of an uncolored litho print of Euphema aurantia,,,,
1465b,Euphema aurantia,ksrl_sc_gould_1465b,ksrl_sc_gould_1465v.tif,Euphema,aurantia,,,,Euphema aurantia,,,EG;JG,,,,,,,,,,,,,Bird fairly well drawn.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.,,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of Euphema aurantia.,,,,
1466b,Euphema aurantia,ksrl_sc_gould_1466b,ksrl_sc_gould_1466v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"Birds well drawn, but with heavy defining lines added to them; label blank, and another blank label laid in.  Reverse: uncolored litho print of Euphema aurantis.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Euphema aurantia.,Former vertical center fold through landscape-format drawing reinforced on this side; made up to standard size by added paper strip.,,,
1469b,Euphema aurantia,ksrl_sc_gould_1469b,ksrl_sc_gould_1469v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"Bird well defined; head well finished; lines of correction and emphasis, and erasures.  Reverse: uncolored litho print of Euphema  aurantia.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Euphema aurantia.,Made up to rectangle by corner addition.,,,
1472b,Euphema aurantia,ksrl_sc_gould_1472b,ksrl_sc_gould_1472v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,Bird well drawn.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.,,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Euphema aurantia.,,,,
0656b,Euphema aurantia,ksrl_sc_gould_0656b,ksrl_sc_gould_0656v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"Sketch of 2 background animals, changed in published plate; unevenly trimmed from sheet, ca. 14 x 21cm;  very small pin in one corner, holes in another-- was once pinned to 0657;   Reverse: uncolored litho print of Euphema aurantia.",,See also image on other side.,14 x 21cm,Uncolored litho print of Euphema aurantia.,"Unevenly trimmed from sheet;  very small pin in one corner, holes in another",,,
0657b,Euphema aurantia,ksrl_sc_gould_0657b,ksrl_sc_gould_0657v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"Layout drawing, animal fairly finished; 3 notes on form; background figures absent, supplied by Gould 0656 (but changed in the published plate).  Reverse: uncolored litho print of Euphema aurantia.  FS.",,See also image on other side.,,Uncolored litho print of Euphema aurantia.,Full sheet,,,
1296b,Euphema aurantia,ksrl_sc_gould_1296b,ksrl_sc_gould_1296v.tif,Euphema,aurantia,,,,Euphema aurantia,,,JG;EG,,,,,,,,,,,,,"Richter's work is most obvious on the head, and in establishing the general shape; Gould's pencil marks of correction call for shortening of the neck and trunk.  Reversed on stone.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.",,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of Euphema aurantia,,,,
1464b,Euphema aurantia,ksrl_sc_gould_1464b,ksrl_sc_gould_1464v.tif,Euphema,aurantia,,,,Euphema aurantia,,,JG;EG,,,,,,,,,,,,,Birds fairly well drawn; one bird has been cut out of another sheet and pasted on.  Reverse: uncolored litho print of Euphema aurantis.  See general notes at Gould 1287.,,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of Euphema aurantia.,Small hole patched this side and small unmended tear at lower edge.,,,
1302b,Euphema aurantia,ksrl_sc_gould_1302b,ksrl_sc_gould_1302v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"Completed label; well drawn birds, with erasures and some traces of Gould's sketch.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.",,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of Euphema aurantia,,,,
1287b,Euphema aurantia,ksrl_sc_gould_1287b,ksrl_sc_gould_1287v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"This is the first of 237 drawings (Gould 1287-1523) for Birds of Australia, bound in two volumes, the ""Jardine Albums.""  All but one of the leaves carry preprinted labels reading ""Original Design for Plate [  ] Vol. [  ] of Gould's BIRDS OF AUSTRALIA""; the first 87 of these were completed by hand with the binomial and plate and volume numbers; the remainder in the first volume (Gould 1374-1409),  other than a scattered 5 with nothing on the labels, have just volume and plate written in; in the second volume all but one of the drawings lack entries on the labels (the exception has no label), but have the numbers of volume and plate written in pencil on the leaf; many of the leaves in both volumes have been made up to a common size by the addition of carefully pasted fragments of paper.  Gould 1287 is a fairly finished drawing of 2 birds, with meticulous detail on one bill and eye, suggesting Mrs. Gould's hand; little or no background.  Evidence of erasure suggests that the final work work was done over Gould's initial sketch; some very heavy strokes on top appear to be Gould's later modifications.  Reverse: uncolored litho print of Euphema aurantia.",,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of Euphema aurantia.,,,,
1371b,Euphema aurantia,ksrl_sc_gould_1371b,ksrl_sc_gould_1371v.tif,Euphema,aurantia,,,,Euphema aurantia,,,EG;JG,,,,,,,,,,,,,"Birds well drawn, colors lightly indicated.  Reversed on the stone.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.",,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of Euphema aurantia.,,,,
1375b,Euphema aurantia,ksrl_sc_gould_1375b,ksrl_sc_gould_1375v.tif,Euphema,aurantia,,,,Euphema aurantia,,,JG;EG,,,,,,,,,,,,,Birds drawn well.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.,,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of Euphema aurantia,,,,
1454b,Euphema aurantia,ksrl_sc_gould_1454b,ksrl_sc_gould_1454v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"Birds fairly well drawn, heavy pencil correction lines.  Although this drawing is numbered ""6-43"" in pencil, it is only laid in, badly tattered and torn around the edges and shows no sign of the usual  careful trimming and patching, and no label.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Euphema aurantia.,"This leaf, which is only laid in volume, is badly tattered and torn around the edges, showing no sign of the usual careful trimming and patching, and lacks a label on the other side.",,,
1458b,Euphema aurantia,ksrl_sc_gould_1458b,ksrl_sc_gould_1458v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,Birds well drawn.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.,,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Euphema aurantia.,,,,
1479b,Euphema aurantia,ksrl_sc_gould_1479b,ksrl_sc_gould_1479v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,Bird well drawn.  Reverse: uncolored litho print of Euphema aurantia.  See general notes at Gould 1287.,,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Euphema aurantia.,Small tear at bottom edge mended on this side.,,,
1503b,Euphema aurantia,ksrl_sc_gould_1503b,ksrl_sc_gould_1503v.tif,Euphema,aurantia,,,,Euphema aurantia,,,,,,,,,,,,,,,,"Birds adequately drawn, and the final layout clearly established; interewsting mixture of work by Gould and Richter.  Reverse: uncolored litho print of  Euphema aurantia.  See general notes at Gould 1287.",,See General Notes at Gould 1287. See also image on other side.,,Uncolored litho print of  Euphema aurantia.,,,,
